Waktu,Harga,Volume
2026-08-21 09:00,4880.0,1000
2026-08-21 09:05,4880.0,1000
2026-08-21 09:15,4880.0,1000
2026-08-21 09:10,4880.0,1000
2026-08-21 09:25,4880.0,1000
2026-08-21 09:20,4880.0,1000
2026-08-21 09:35,4880.0,1000
2026-08-21 09:30,4880.0,1000
2026-08-21 09:45,4880.0,1000
2026-08-21 09:40,4880.0,1000
2026-08-21 09:55,4880.0,1000
2026-08-21 09:50,4880.0,1000
2026-08-21 10:05,4880.0,1000
2026-08-21 10:00,4880.0,1000
2026-08-21 10:15,4880.0,1000
2026-08-21 10:10,4880.0,1000
2026-08-21 10:25,4880.0,1000
2026-08-21 10:20,4880.0,1000
2026-08-21 10:35,4880.0,1000
2026-08-21 10:30,4880.0,1000
2026-08-21 10:45,4880.0,1000
2026-08-21 10:40,4880.0,1000
2026-08-21 10:50,4880.0,1000
2026-08-21 10:55,4880.0,1000
2026-08-21 11:05,4880.0,1000
2026-08-21 11:00,4880.0,1000
2026-08-21 11:15,5000.0,300
2026-08-21 11:10,5175.0,400
2026-08-21 11:25,5150.0,600
2026-08-21 11:20,5150.0,600
2026-08-21 11:35,5150.0,600
2026-08-21 11:30,5150.0,600
2026-08-21 11:45,5150.0,900
2026-08-21 11:40,5150.0,900
2026-08-21 11:55,5150.0,800
2026-08-21 11:50,5150.0,800
2026-08-21 12:05,5150.0,800
2026-08-21 12:00,5150.0,800
2026-08-21 12:10,5000.0,1600
2026-08-21 12:15,5000.0,1600
2026-08-21 12:25,4950.0,2200
2026-08-21 12:20,4950.0,2200
2026-08-21 12:35,4950.0,2200
2026-08-21 12:30,4950.0,2200
2026-08-21 12:45,4950.0,2200
2026-08-21 12:40,4950.0,2200
2026-08-21 12:55,4950.0,2200
2026-08-21 12:50,4950.0,2200
2026-08-21 13:05,4950.0,2200
2026-08-21 13:00,4950.0,2200
2026-08-21 13:15,4950.0,2200
2026-08-21 13:10,4950.0,2200
2026-08-21 13:25,4950.0,2200
2026-08-21 13:20,4950.0,2200
2026-08-21 13:35,4950.0,2200
2026-08-21 13:30,4950.0,2200
2026-08-21 13:45,4950.0,2200
2026-08-21 13:40,4950.0,2200
2026-08-21 13:55,4950.0,2200
2026-08-21 13:50,4950.0,2200
2026-08-21 14:05,4950.0,2200
2026-08-21 14:00,4950.0,2200
2026-08-21 14:10,4950.0,2200
2026-08-21 14:15,4950.0,2200
2026-08-21 14:20,4950.0,2200
2026-08-21 14:25,4950.0,2200
2026-08-21 14:35,4950.0,2200
2026-08-21 14:30,4950.0,2200
2026-08-21 14:45,4950.0,2200
2026-08-21 14:40,4950.0,2200
2026-08-21 14:55,4950.0,2200
2026-08-21 14:50,4950.0,2200
2026-08-21 15:05,4950.0,2200
2026-08-21 15:00,4950.0,2200
2026-08-21 15:15,4950.0,2200
2026-08-21 15:10,4950.0,2200
2026-08-21 15:25,4950.0,2200
2026-08-21 15:20,4950.0,2200
